COU,Country,MEAS,Measure,Large subnational region,VAR,Variable,Year,Unit Code,Unit,Value
DZA,Algeria,SQKM,Square kilometers,Mostaganem,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,50.4558
DZA,Algeria,SQKM,Square kilometers,Mostaganem,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,63.7695
DZA,Algeria,SQKM,Square kilometers,Mostaganem,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,15.8373
DZA,Algeria,SQKM,Square kilometers,Mostaganem,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,29.151
DZA,Algeria,PCNT,Percent of total land area,Mostaganem,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,1.002673576
DZA,Algeria,PCNT,Percent of total land area,Mostaganem,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,1.585066543
DZA,Algeria,PCNT,Percent of total land area,Mostaganem,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,2.310204095
DZA,Algeria,PCNT,Percent of total land area,Mostaganem,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,2.919794355
DZA,Algeria,PCNT,Percent of total land area,Mostaganem,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.725137552
DZA,Algeria,PCNT,Percent of total land area,Mostaganem,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,1.334727813
DZA,Algeria,PCNT,Percent of total land area,Mostaganem,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.60959026
DZA,Algeria,SQKM,Square kilometers,El Oued,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,21.2976
DZA,Algeria,SQKM,Square kilometers,El Oued,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,35.4654
DZA,Algeria,SQKM,Square kilometers,El Oued,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,50.4495
DZA,Algeria,SQKM,Square kilometers,El Oued,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,60.1101
DZA,Algeria,SQKM,Square kilometers,El Oued,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,9.6606
DZA,Algeria,SQKM,Square kilometers,El Oued,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,14.1678
DZA,Algeria,PCNT,Percent of total land area,El Oued,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.048464261
DZA,Algeria,PCNT,Percent of total land area,El Oued,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.080704136
DZA,Algeria,PCNT,Percent of total land area,El Oued,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.114801562
DZA,Algeria,PCNT,Percent of total land area,El Oued,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.13678497
DZA,Algeria,PCNT,Percent of total land area,El Oued,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.034097426
DZA,Algeria,PCNT,Percent of total land area,El Oued,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.056080834
DZA,Algeria,PCNT,Percent of total land area,El Oued,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.032239875
DZA,Algeria,SQKM,Square kilometers,Illizi,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,3.1284
DZA,Algeria,SQKM,Square kilometers,Illizi,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,5.6151
DZA,Algeria,SQKM,Square kilometers,Illizi,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,7.7958
DZA,Algeria,SQKM,Square kilometers,Illizi,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,11.3697
DZA,Algeria,SQKM,Square kilometers,Illizi,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,2.1807
DZA,Algeria,SQKM,Square kilometers,Illizi,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,5.7546
DZA,Algeria,SQKM,Square kilometers,Illizi,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,3.5739
DZA,Algeria,SQKM,Square kilometers,Illizi,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,2.4867
DZA,Algeria,PCNT,Percent of total land area,Illizi,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.001053256
DZA,Algeria,PCNT,Percent of total land area,Illizi,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.001890467
DZA,Algeria,PCNT,Percent of total land area,Illizi,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.002624656
DZA,Algeria,PCNT,Percent of total land area,Illizi,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.003827901
DZA,Algeria,PCNT,Percent of total land area,Illizi,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.000734189
DZA,Algeria,PCNT,Percent of total land area,Illizi,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.001937434
DZA,Algeria,PCNT,Percent of total land area,Illizi,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.001203245
DZA,Algeria,PCNT,Percent of total land area,Illizi,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.000837211
DZA,Algeria,SQKM,Square kilometers,Tindouf,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,1.179
DZA,Algeria,SQKM,Square kilometers,Tindouf,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,2.4417
DZA,Algeria,SQKM,Square kilometers,Tindouf,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,4.6197
DZA,Algeria,SQKM,Square kilometers,Tindouf,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,6.1281
DZA,Algeria,SQKM,Square kilometers,Tindouf,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,2.178
DZA,Algeria,SQKM,Square kilometers,Tindouf,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,3.6864
DZA,Algeria,SQKM,Square kilometers,Tindouf,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,1.5084
DZA,Algeria,PCNT,Percent of total land area,Tindouf,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.000730535
DZA,Algeria,PCNT,Percent of total land area,Tindouf,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.001512932
DZA,Algeria,PCNT,Percent of total land area,Tindouf,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.002862469
DZA,Algeria,PCNT,Percent of total land area,Tindouf,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.003797107
DZA,Algeria,PCNT,Percent of total land area,Tindouf,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.001349537
DZA,Algeria,PCNT,Percent of total land area,Tindouf,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.002284175
DZA,Algeria,PCNT,Percent of total land area,Tindouf,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.000934638
DZA,Algeria,SQKM,Square kilometers,Blida,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,26.7453
DZA,Algeria,SQKM,Square kilometers,Blida,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,60.138
DZA,Algeria,SQKM,Square kilometers,Blida,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,71.064
DZA,Algeria,SQKM,Square kilometers,Blida,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,85.5801
DZA,Algeria,SQKM,Square kilometers,Blida,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,10.926
DZA,Algeria,SQKM,Square kilometers,Blida,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,25.4421
DZA,Algeria,SQKM,Square kilometers,Blida,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,14.5161
DZA,Algeria,PCNT,Percent of total land area,Blida,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,1.801394949
DZA,Algeria,PCNT,Percent of total land area,Blida,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,4.050516893
DZA,Algeria,PCNT,Percent of total land area,Blida,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,4.786423434
DZA,Algeria,PCNT,Percent of total land area,Blida,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,5.764136498
DZA,Algeria,PCNT,Percent of total land area,Blida,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.735906541
DZA,Algeria,PCNT,Percent of total land area,Blida,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,1.713619605
DZA,Algeria,PCNT,Percent of total land area,Blida,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,2.249121943
DZA,Algeria,SQKM,Square kilometers,Tebessa,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,7.6959
DZA,Algeria,SQKM,Square kilometers,Tebessa,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,27.441
DZA,Algeria,SQKM,Square kilometers,Tebessa,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,36.8208
DZA,Algeria,SQKM,Square kilometers,Tebessa,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,43.3989
DZA,Algeria,SQKM,Square kilometers,Tebessa,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,6.5781
DZA,Algeria,SQKM,Square kilometers,Tebessa,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,19.7451
DZA,Algeria,PCNT,Percent of total land area,Tebessa,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.057848204
DZA,Algeria,PCNT,Percent of total land area,Tebessa,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.206267306
DZA,Algeria,PCNT,Percent of total land area,Tebessa,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.276772975
DZA,Algeria,PCNT,Percent of total land area,Tebessa,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.326218949
DZA,Algeria,PCNT,Percent of total land area,Tebessa,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.070505669
DZA,Algeria,PCNT,Percent of total land area,Tebessa,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.119951643
DZA,Algeria,PCNT,Percent of total land area,Tebessa,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.049445974
DZA,Algeria,SQKM,Square kilometers,Djelfa,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,5.7213
DZA,Algeria,SQKM,Square kilometers,Djelfa,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,30.726
DZA,Algeria,SQKM,Square kilometers,Djelfa,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,43.5357
DZA,Algeria,SQKM,Square kilometers,Djelfa,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,54.1098
DZA,Algeria,SQKM,Square kilometers,Djelfa,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,12.8097
DZA,Algeria,SQKM,Square kilometers,Djelfa,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,23.3838
DZA,Algeria,SQKM,Square kilometers,Djelfa,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,10.5741
DZA,Algeria,PCNT,Percent of total land area,Djelfa,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.017634692
DZA,Algeria,PCNT,Percent of total land area,Djelfa,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.094706369
DZA,Algeria,PCNT,Percent of total land area,Djelfa,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.134189548
DZA,Algeria,PCNT,Percent of total land area,Djelfa,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.166781966
DZA,Algeria,PCNT,Percent of total land area,Djelfa,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.03948318
DZA,Algeria,PCNT,Percent of total land area,Djelfa,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.072075597
DZA,Algeria,PCNT,Percent of total land area,Djelfa,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.032592417
DZA,Algeria,PCNT,Percent of total land area,Djelfa,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.077071677
DZA,Algeria,SQKM,Square kilometers,M'Sila,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,7.0767
DZA,Algeria,SQKM,Square kilometers,M'Sila,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,33.1209
DZA,Algeria,SQKM,Square kilometers,M'Sila,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,55.8774
DZA,Algeria,SQKM,Square kilometers,M'Sila,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,73.6263
DZA,Algeria,SQKM,Square kilometers,M'Sila,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,22.7565
DZA,Algeria,SQKM,Square kilometers,M'Sila,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,40.5054
DZA,Algeria,SQKM,Square kilometers,M'Sila,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,17.7489
DZA,Algeria,SQKM,Square kilometers,M'Sila,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,26.0442
DZA,Algeria,PCNT,Percent of total land area,M'Sila,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.039362599
DZA,Algeria,PCNT,Percent of total land area,M'Sila,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.184227777
DZA,Algeria,PCNT,Percent of total land area,M'Sila,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.310805842
DZA,Algeria,PCNT,Percent of total land area,M'Sila,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.409530224
DZA,Algeria,PCNT,Percent of total land area,M'Sila,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.126578065
DZA,Algeria,PCNT,Percent of total land area,M'Sila,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.225302447
DZA,Algeria,PCNT,Percent of total land area,M'Sila,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.144865178
DZA,Algeria,SQKM,Square kilometers,Alger,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,145.6425
DZA,Algeria,SQKM,Square kilometers,Alger,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,219.6675
DZA,Algeria,SQKM,Square kilometers,Alger,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,250.6275
DZA,Algeria,SQKM,Square kilometers,Alger,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,266.9256
DZA,Algeria,SQKM,Square kilometers,Alger,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,30.96
DZA,Algeria,SQKM,Square kilometers,Alger,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,47.2581
DZA,Algeria,SQKM,Square kilometers,Alger,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,16.2981
DZA,Algeria,SQKM,Square kilometers,Alger,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,74.025
DZA,Algeria,PCNT,Percent of total land area,Alger,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,19.29232658
DZA,Algeria,PCNT,Percent of total land area,Alger,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,29.09794291
DZA,Algeria,PCNT,Percent of total land area,Alger,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,33.19901527
DZA,Algeria,PCNT,Percent of total land area,Alger,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,35.3579199
DZA,Algeria,PCNT,Percent of total land area,Alger,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,4.101072359
DZA,Algeria,PCNT,Percent of total land area,Alger,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,6.259976991
DZA,Algeria,PCNT,Percent of total land area,Alger,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,2.158904632
DZA,Algeria,PCNT,Percent of total land area,Alger,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,9.805616323
DZA,Algeria,SQKM,Square kilometers,El-Tarf,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,11.817
DZA,Algeria,SQKM,Square kilometers,El-Tarf,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,23.8275
DZA,Algeria,SQKM,Square kilometers,El-Tarf,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,34.0938
DZA,Algeria,SQKM,Square kilometers,El-Tarf,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,39.5262
DZA,Algeria,SQKM,Square kilometers,El-Tarf,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,10.2663
DZA,Algeria,SQKM,Square kilometers,El-Tarf,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,15.6987
DZA,Algeria,SQKM,Square kilometers,El-Tarf,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,5.4324
DZA,Algeria,SQKM,Square kilometers,El-Tarf,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,12.0105
DZA,Algeria,PCNT,Percent of total land area,El-Tarf,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.416304686
DZA,Algeria,PCNT,Percent of total land area,El-Tarf,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.839426241
DZA,Algeria,PCNT,Percent of total land area,El-Tarf,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,1.201100845
DZA,Algeria,PCNT,Percent of total land area,El-Tarf,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,1.392480516
DZA,Algeria,PCNT,Percent of total land area,El-Tarf,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.361674604
DZA,Algeria,PCNT,Percent of total land area,El-Tarf,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.553054275
DZA,Algeria,PCNT,Percent of total land area,El-Tarf,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.191379671
DZA,Algeria,PCNT,Percent of total land area,El-Tarf,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.423121556
DZA,Algeria,SQKM,Square kilometers,Adrar,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,12.6909
DZA,Algeria,SQKM,Square kilometers,Adrar,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,22.3164
DZA,Algeria,SQKM,Square kilometers,Adrar,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,29.0655
DZA,Algeria,SQKM,Square kilometers,Adrar,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,36.4041
DZA,Algeria,SQKM,Square kilometers,Adrar,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,6.7491
DZA,Algeria,SQKM,Square kilometers,Adrar,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,14.0877
DZA,Algeria,SQKM,Square kilometers,Adrar,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,7.3386
DZA,Algeria,SQKM,Square kilometers,Adrar,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,9.6255
DZA,Algeria,PCNT,Percent of total land area,Adrar,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.002939991
DZA,Algeria,PCNT,Percent of total land area,Adrar,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.005169846
DZA,Algeria,PCNT,Percent of total land area,Adrar,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.006733352
DZA,Algeria,PCNT,Percent of total land area,Adrar,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.008433421
DZA,Algeria,PCNT,Percent of total land area,Adrar,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.001563505
DZA,Algeria,PCNT,Percent of total land area,Adrar,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.003263575
DZA,Algeria,PCNT,Percent of total land area,Adrar,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.00170007
DZA,Algeria,PCNT,Percent of total land area,Adrar,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.002229856
DZA,Algeria,SQKM,Square kilometers,Jijel,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,27.2961
DZA,Algeria,SQKM,Square kilometers,Jijel,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,50.1498
DZA,Algeria,SQKM,Square kilometers,Jijel,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,60.165
DZA,Algeria,SQKM,Square kilometers,Jijel,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,65.4804
DZA,Algeria,SQKM,Square kilometers,Jijel,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,5.3154
DZA,Algeria,SQKM,Square kilometers,Jijel,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,22.8537
DZA,Algeria,PCNT,Percent of total land area,Jijel,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,1.146272262
DZA,Algeria,PCNT,Percent of total land area,Jijel,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,2.105990405
DZA,Algeria,PCNT,Percent of total land area,Jijel,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,2.526568655
DZA,Algeria,PCNT,Percent of total land area,Jijel,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,2.749783531
DZA,Algeria,PCNT,Percent of total land area,Jijel,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.223214876
DZA,Algeria,PCNT,Percent of total land area,Jijel,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.959718143
DZA,Algeria,SQKM,Square kilometers,Laghouat,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,9.8082
DZA,Algeria,SQKM,Square kilometers,Laghouat,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,21.2247
DZA,Algeria,SQKM,Square kilometers,Laghouat,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,26.9127
DZA,Algeria,SQKM,Square kilometers,Laghouat,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,30.9861
DZA,Algeria,SQKM,Square kilometers,Laghouat,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,5.688
DZA,Algeria,SQKM,Square kilometers,Laghouat,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,9.7614
