Country and Regions,Country and Regions Name,Country and Regions - RegionId,Indicators,Indicators Name,Scale,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AGO,Angola,AO,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,-8.698368809,-10.04827945,-10.04827945,-8.914388575,-7.177953099,5.239835521,5.919230611,5.951648054,7.495266827,10.37226487,10.89096923,3.533167185,5.195981949,13.16819412,9.834365626,7.409545804,14.06841269,5.063816352,6.347936424,18.14441222,5.655989303,6.351364898,6.758836811,7.160502455,5.412959349,5.494393386,19.68981168,21.8311622,14.13199483,34.85934406,22.36948103,20.78775497,21.98619573,21.34050524,22.44862636,27.91949216,21.12379856,21.83257379,23.79835552,23.31001332,23.16512808
AGO,Angola,AO,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,55.45117035,55.67856154,47.82645671,45.89285266,43.29462875,35.66583166,24.64913519,35.7765603,35.69108618,36.50699126,42.33937221,48.34947378,102.5640023,106.9115227,218.0781682,81.45658442,89.61961404,74.05048392,60.96304441,123.0170321,67.48198961,75.38795077,74.95525133,69.5712892,76.80148724,86.01753766,63.4678635,67.90578337,76.31842669,58.69216031,61.54311209,60.66994844,55.9401314,50.74708439,44.69503125,29.75459888,28.12458813,28.13560464,33.52866579,33.02357964,31.06080138
AGO,Angola,AO,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,32.06814671,34.97755789,32.12224704,34.93336546,36.83274386,30.94535394,28.0103809,28.4252123,28.01072586,24.85582384,25.75645143,43.0413932,105.0380795,108.6954912,211.420636,83.66980819,75.17201242,74.79501541,78.61032043,132.1391326,52.84994746,74.94641825,62.19883162,23.87744977,59.19461173,-53.63924456,31.15729583,40.15428452,51.22655115,63.61822914,42.5805168,39.31255941,35.8599672,36.06484639,34.63789626,33.13392061,25.24576369,22.33310783,23.06676768,22.40777811,21.95132781
AGO,Angola,AO,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,-493.2149541,-585.6927222,-647.3446058,-369.9113017,-215.7815353,-369.0172802,-366.5822188,-552.3981028,-736.0973378,-877.5756457,-2247.084118,-2386.122791,-2264.608072,-707.1614686,-748.014289,-1739.650595,290.8520072,-1616.076825,-527.7786471,-1770.021063,-698.6926038,-549.1882885,-804.5013105,-971.9956081,193.3497581,2594.853743,4935.757225,2814.821968,-4739.526466,-5553.505751,2839.573338,9026.727516,5307.121094,307.7137322,-8334.484809,-3390.784781,-3873.969291,-6077.776102,-3239.837972,-2534.537161,-2408.382843
AGO,Angola,AO,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,1325.515326,1417.993094,1572.122745,1726.252512,2311.945349,2420.729996,2194.960753,1916.790205,2259.073907,2285.165466,2424.308921,2016.201803,1896.370174,2002.922147,1575.143944,1400.075673,2881.028072,3018.228513,2026.569315,2852.787966,4681.967939,3980.677783,4365.037401,5294.016428,6629.895781,12458.07519,20966.41015,26124.01941,35725.57438,26090.76967,35857.28491,50839.06759,52951.38015,50208.10593,44780.1808,28041.64854,17720.04881,19368.24028,19380.52526,18954.599,19079.38405
AGO,Angola,AO,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,1818.73028,2003.685816,2219.467351,2096.163813,2527.726884,2789.747277,2561.542972,2469.188307,2995.171245,3162.741111,4671.393039,4402.324594,4160.978246,2710.083615,2323.158233,3139.726268,2590.176065,4634.305338,2554.347963,4622.809029,5380.660542,4529.866071,5169.538711,6266.012036,6436.546023,9863.221446,16030.65293,24884.55054,47619.56251,31644.27542,33017.71157,41812.34008,47644.25906,49900.3922,53114.66561,31432.43332,21594.0181,25446.01639,22620.36323,21489.13616,21487.76689
AGO,Angola,AO,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,-9.858286106,-12.50822801,-13.82488398,-7.580544637,-4.171632611,-5.790588508,-6.14402485,-8.099541959,-9.949482181,-10.19683304,-23.72002029,-25.9851262,-31.98535344,-13.76200449,-19.99118636,-37.25359585,4.828476495,-22.84403455,-8.80085433,-31.21112689,-7.045419575,-6.145731233,-7.065549194,-6.964581375,1.076238953,9.190700272,9.422799441,4.312818373,-5.630356586,-7.89015813,3.388533407,8.074736585,4.144475086,0.2250851989,-5.719827318,-2.918218666,-3.830930412,-4.803572185,-2.787864472,-2.186919161,-1.982402836
AGO,Angola,AO,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,26.49414663,30.28308235,33.57472104,35.37587027,44.69607003,37.98589402,36.78818208,28.10495295,30.53484156,26.55207086,25.59078957,21.95664804,26.78435665,38.97868423,42.09678423,29.98179833,47.82836625,42.66413287,33.7936016,50.30376705,47.21164699,44.54606242,38.33603014,37.9328959,36.90385842,44.12519794,40.02674136,40.02674136,42.44046837,37.0685307,42.78938887,45.47739791,41.35117174,36.7260227,30.73194172,24.13354651,17.52318327,15.30769458,16.67684566,16.35492917,15.70473945
AGO,Angola,AO,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,36.35243274,42.79131036,47.39960502,42.9564149,48.86770264,43.77648253,42.93220693,36.2044949,40.48432374,36.7489039,49.31080986,47.94177424,58.76971009,52.74068872,62.0879706,67.23539417,42.99988975,65.50816741,42.59445593,81.51489394,54.25706657,50.69179365,45.40157933,44.89747727,35.82761946,34.93449767,30.60394192,38.12764999,56.57002221,44.95868883,39.40085546,37.40266132,37.20669665,36.5009375,36.45176904,27.05176518,21.35411368,20.11126677,19.46471013,18.54184833,17.68714229
AGO,Angola,AO,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,69.84514405,-183.0554633,-494.4608614,-359.256355,-170.7511255,-101.3051355,-601.2004569,77.21140814,-681.1415999,-142.0161376,1.353867398,-109.9984395,-580.9290654,-489.5544508,-242.34443,-563.071746,-290.6438056,-883.1618343,-1875.431932,-1692.243188,794.5206423,-1426.951963,-149.9800055,-719.0549153,686.177662,5137.309043,10689.82408,10581.25506,7194.238445,-7571.592768,7505.956122,13084.65842,13841.18791,8145.070112,-3747.517596,-10272.8419,-3085.195463,-150.695324,-134.6980378,877.1884194,1508.758082
AGO,Angola,AO,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,1.396051371,-3.909386932,-10.55985325,-7.362194188,-3.301074685,-1.589671771,-10.07629492,1.132112939,-9.206671268,-1.650131075,0.014291304,-1.197894486,-8.205049567,-9.527174275,-6.47681834,-12.05785077,-4.825020109,-12.4839235,-31.27334409,-29.83965445,8.011722546,-15.96840907,-1.317202462,-5.152200719,3.819457217,18.19581075,20.40782474,16.21240411,8.546450391,-10.75736065,8.957043907,11.7047036,10.80895978,5.957923014,-2.57186305,-8.841138826,-3.050919674,-0.119102095,-0.1159069921,0.7568798721,1.241898193
AGO,Angola,AO,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,,,,,,,,,,,,,,,,,,,,,268.350099,116.0679117,108.8926179,98.34204524,67.82218845,22.96095941,13.30469921,12.24928418,12.46453381,13.72051583,14.5,13.46701535,10.29349433,8.78044092,7.279654938,10.3,32.37773407,31.69168614,21.14286236,16.7712812,12.61105941
BEN,Benin,BJ,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,,1.928830165,1.682071402,-1.999989692,0.3999969253,4.327239158,2.747659533,-2.074413195,3.427570435,-2.849035601,8.97613691,4.225799424,2.957710814,5.836172102,2.020400445,6.045198644,4.324284034,5.734688365,3.961012146,5.341449371,4.86166756,6.196120052,4.441846873,3.950755456,3.082431191,2.865236818,3.752154475,4.626396471,5.018430261,2.32930121,2.110199297,2.962750351,4.816478241,7.189716312,6.351831941,2.095808383,3.96485991,5.4,5.957896749,6.257118184,6.834202561
BEN,Benin,BJ,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,,-0.8184333138,-1.103153626,-4.722556525,-2.422773958,1.36013757,-0.1917663278,-4.897723762,0.3822148383,-5.815234162,5.507109683,0.7647007072,-0.5625997666,2.195190181,-1.415683607,2.609371544,1.094014904,2.580644348,0.9302630382,2.277471447,1.77882555,3.033045992,1.311466433,0.8385308863,0.0305410556,-0.1273458465,0.7890377646,1.682492051,2.094682644,-0.5054680435,-0.7152954048,0.1163545997,1.925340623,4.240192726,3.433603606,-0.6963933606,1.131091891,2.538635567,3.098243868,3.412684442,4.001942655
BEN,Benin,BJ,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,1293.465254,1318.414002,1340.590666,1313.778991,1319.034067,1376.111826,1413.922693,1384.592094,1432.049964,1391.25035,1516.130887,1580.199537,1626.937269,1721.888129,1756.677164,1862.871788,1943.427655,2054.877175,2136.271109,2250.378949,2359.784893,2505.999997,2617.31268,2720.716303,2804.580511,2884.938385,2993.18573,3131.662368,3288.82266,3365.429246,3436.446511,3538.259842,3708.679357,3975.322882,4227.82871,4316.435899,4487.576535,4729.905668,5011.708564,5325.297092,5689.238683
BEN,Benin,BJ,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,1684.664441,1139.551075,1128.170116,998.7149575,1065.314242,1110.807056,1418.888796,1659.720609,1727.717383,1595.89119,1959.965331,1986.437798,2245.692414,2274.558079,1598.075945,2169.627138,2361.116448,2268.301645,2455.092688,2488.892429,2359.784893,2501.236591,2811.590748,3560.729812,4053.401092,4354.704087,4704.972842,5969.689751,7132.801503,7097.476283,6970.329431,7814.462386,8152.649893,9156.95016,9707.230682,8299.440506,8573.160366,9228.449225,11412.8754,12749.1571,14503.1455
BEN,Benin,BJ,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,1494.468503,1450.596853,1200.724838,1100.736523,1036.125494,1088.126889,1369.171923,1605.472133,1663.120946,1415.077131,1828.591736,1884.368056,2170.265629,2147.063557,1437.376056,1901.516824,2029.829915,1946.533048,2142.131117,2183.441192,2020.839443,2222.802798,2538.51207,3196.79664,3563.99625,3867.594572,4173.708958,5285.99121,6449.008725,6391.545157,6293.245728,6929.719898,7168.473021,7814.346424,8134.867234,7097.478224,7657.05322,8224.608869,10275.93998,10992.09292,11986.4347
BEN,Benin,BJ,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,121.4502095,118.2419411,132.9860037,157.9778871,143.2635517,160.7077105,203.8660383,242.89855,213.7130301,276.5773684,344.3553156,321.4376106,353.7579526,346.975417,249.8264605,313.4603364,319.0365789,299.710281,321.9978914,324.410142,296.5543982,306.2861921,346.3571691,449.5273889,490.0717764,522.5428159,569.7086633,851.7176963,1097.798639,1197.196977,1174.696129,1280.659878,1358.595756,1512.023203,1486.605524,1410.771316,1338.605254,1207.192199,1462.877643,1535.00345,1616.154682
BEN,Benin,BJ,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,1373.018293,1332.354912,1067.738835,942.7586359,892.861942,927.4191786,1165.305885,1362.573583,1449.407916,1138.499762,1484.236421,1562.930445,1816.507676,1800.08814,1187.549596,1588.056487,1710.793336,1646.822767,1820.133226,1859.03105,1724.285044,1916.516606,2192.154901,2747.269251,3073.924473,3345.051756,3604.000295,4434.273514,5351.210086,5194.34818,5118.549599,5649.06002,5809.877265,6302.323221,6648.26171,5686.706908,6318.447966,7017.41667,8813.062339,9457.089467,10370.28002
BEN,Benin,BJ,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,212.9875023,202.4060503,349.9631793,189.7309215,134.3381644,93.48644107,179.8986676,201.9718047,253.2969932,193.8736298,275.5778965,287.5972592,305.8879755,365.2510988,284.4927549,464.7294773,414.4038624,420.6535518,445.7257638,456.4347471,440.4671481,492.1051248,518.7519366,722.9962479,837.9558783,790.665091,967.0870319,1437.558423,1453.32372,1554.536873,1612.317885,1885.873924,1838.783747,2546.959567,2773.783422,2161.807532,2107.965729,2625.570021,3212.858969,3605.217154,4075.329595
BEN,Benin,BJ,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,87.87293914,109.7752654,142.0041004,75.3550495,43.82424424,33.16701902,71.63577478,59.22836328,89.2640635,48.48156371,148.5225719,159.3127782,173.4990388,196.409211,211.3842349,407.9271914,298.9233165,334.2370476,351.3006091,336.5377482,288.5341151,323.1126365,311.8404872,454.5766614,509.3984798,442.0091461,590.0595234,981.8122538,1015.689285,1125.041134,1163.375192,1391.095865,1379.258712,1990.526932,2255.79747,1524.621885,1602.745034,1995.123669,2454.897432,2798.909273,3211.985492
BEN,Benin,BJ,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,125.1145632,92.63078493,207.9590789,114.375872,90.51392011,60.31942206,108.2628928,142.7434414,164.0329297,145.3920661,127.0553247,128.284481,132.3889367,168.8418878,73.10852005,56.80228597,115.4805459,86.41650423,94.42515469,119.8969989,151.933033,168.9924883,206.9114494,268.4195864,328.5573985,348.655945,377.0275084,455.7461688,437.634435,429.4957392,448.9426933,494.7780589,459.525035,556.4326353,517.9859519,637.1856467,505.220695,630.4463511,757.9615368,806.3078811,863.3441023
BEN,Benin,BJ,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,222.2613713,205.6822504,225.2975753,150.7669081,205.8053154,247.3384347,222.8072558,238.5413787,223.6547084,409.7649589,375.9465961,417.2011868,521.8793919,510.9646803,452.6870222,593.8045108,625.6683245,616.4371013,665.1565237,723.3341837,600.4219973,558.9691943,624.7166654,746.8943883,811.9197277,939.5102131,869.243985,1348.518244,1630.172918,1445.82766,1658.061982,1670.81292,2004.98647,2577.928717,3113.78123,2339.844708,2461.031511,2862.59337,3578.782452,4186.834406,5016.168961
BEN,Benin,BJ,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,524.4684892,567.5628126,508.2059467,345.8860496,325.1357681,383.2390618,435.7761918,483.5753652,519.8253722,516.4151284,520.152425,602.7293461,752.342273,748.7246354,576.4809809,790.4218224,708.7836679,715.3206086,797.9216544,874.3171601,701.9436954,772.6405256,870.3899244,850.2114723,1160.470764,-1243.065789,1305.067134,2102.378126,2399.703859,2294.433407,2593.296164,2671.944355,2859.593344,3782.284549,4315.201204,3299.689957,3652.890094,4484.323035,5654.705999,6034.987379,6574.787756
BEN,Benin,BJ,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,88.7101589,127.2954661,106.4311864,110.2152836,97.26008088,97.95822622,96.4960698,96.73146935,96.26116879,88.67002586,93.29714704,94.86166936,96.64126822,94.39475638,89.94416448,87.64256264,85.96907267,85.81455874,87.25255577,87.72742311,85.63659548,88.86815448,90.28739592,89.77925336,87.92606922,88.81417645,88.70846016,88.54716795,90.41340519,90.05377267,90.28620225,88.67814003,87.9281352,85.33787219,83.80214193,85.51755047,89.31424227,89.12232889,90.03813341,86.21819335,82.64713817
BEN,Benin,BJ,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,7.209163232,10.37618617,11.7877616,15.81811566,13.44800868,14.46765301,14.36800677,14.63490594,12.36967529,17.3305906,17.56945953,16.18160966,15.75273401,15.25462991,15.63295295,14.44765927,13.51210692,13.21298169,13.11550855,13.03431752,12.56700978,12.24539067,12.31890414,12.62458576,12.09038448,11.99950227,12.10864935,14.26736953,15.39084802,16.86792501,16.85280646,16.38832993,16.66446828,16.51230133,15.3144143,16.99839061,15.61390662,13.08120324,12.81778334,12.04003871,11.14347699
BEN,Benin,BJ,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,81.50099566,116.9192799,94.64342476,94.39716796,83.8120722,83.49057321,82.12806303,82.09656341,83.8914935,71.33943526,75.72768751,78.6800597,80.88853421,79.14012647,74.31121154,73.19490337,72.45696576,72.60157705,74.13704722,74.69310559,73.0695857,76.62276381,77.96849178,77.1546676,75.83568474,76.81467418,76.59981081,74.27979843,75.02255717,73.18584765,73.43339579,72.28981011,71.26366692,68.82557086,68.48772763,68.51915986,73.70033565,76.04112565,77.22035007,74.17815464,71.50366119
BEN,Benin,BJ,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,12.64272558,17.76191122,31.0204263,18.99750475,12.61019134,8.416082752,12.67884192,12.16902432,14.6607886,12.14829877,14.06034547,14.47804001,13.62109849,16.05811266,17.80220495,21.41978542,17.55118273,18.54486826,18.15515015,18.33887,18.66556352,19.67447328,18.45047815,20.30472083,20.67290799,18.15657448,20.55457203,24.08095701,20.3752161,21.90267091,23.13115759,24.13312433,22.55443042,27.81449634,28.57440513,26.04762972,24.58796568,28.45082588,28.15117887,28.27808243,28.09962565
BEN,Benin,BJ,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,5.216049974,9.63320274,12.58711771,7.545200854,4.113738698,2.985848787,5.048723689,3.56857431,5.16658942,3.037899076,7.577816278,8.020023499,7.725859415,8.635049282,13.22742111,18.8017187,12.66025302,14.73512345,14.30905688,13.52158672,12.2271363,12.91811569,11.09124745,12.76639019,12.56718662,10.15015342,12.54118872,16.44662109,14.23969649,15.85128416,16.69039037,17.80155558,16.91791908,21.73788103,23.23832146,18.37017669,18.69491489,21.61927341,21.50989427,21.95368095,22.14681974
BEN,Benin,BJ,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,7.426675611,8.128708484,18.43330859,11.4523039,8.496452644,5.430233965,7.630118234,8.600450014,9.494199184,9.110399696,6.482529191,6.458016514,5.895239075,7.423063379,4.574783838,2.618066716,4.890929713,3.809744811,3.846093272,4.817283281,6.438427226,6.756357592,7.359230699,7.538330639,8.105721371,8.006421056,8.013383311,7.634335917,6.13551961,6.051386748,6.440767223,6.331568756,5.636511331,6.07661531,5.336083677,7.677453031,5.893050794,6.831552472,6.641284602,6.324401487,5.952805907
BEN,Benin,BJ,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,13.19321319,18.04941041,19.97017756,15.09608992,19.31874251,22.26655235,15.70293996,14.37238156,12.945098,25.6762467,19.18128807,21.00247928,23.23913056,22.46434967,28.32700309,27.36896586,26.49883385,27.17615193,27.0929292,29.06249283,25.4439292,22.34771377,22.21933139,20.97587932,20.03057949,21.57460517,18.47500537,22.58941922,22.85459531,20.3710108,23.78742638,21.38103477,24.59306478,28.1527001,32.07692628,28.19280054,28.70623441,31.01922436,31.35741279,32.84008797,34.58676574
BEN,Benin,BJ,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,31.13192612,49.80582485,45.04692507,34.63310998,30.52017472,34.50095673,30.7124979,29.1359499,30.08740766,32.35904376,26.53885847,30.34222097,33.50157254,32.91736722,36.07344086,36.43122859,30.01900514,31.53551514,32.50067333,35.1287645,29.7460882,30.89034153,30.95720546,23.87744977,28.6295567,-28.5453561,27.73803756,35.21754418,33.6432166,32.32745438,37.20478622,34.19229914,35.0756304,41.30506864,44.45347335,39.75798073,42.60844236,48.59237913,49.54672507,47.33636375,45.33352957
