Country name,Year,Aggregation level,Sub-national region name,Number of individual cases in dataset for region,Number of households in dataset for region,% population in urban areas
Cote d'Ivoire,2005.0,Wealth quartiles,Lowest 25%,5886.0,1076.0,7.11
Cote d'Ivoire,2005.0,Wealth quartiles,Second 25%,6133.0,1084.0,21.82
Cote d'Ivoire,2005.0,Wealth quartiles,Third 25%,5688.0,1073.0,55.96
Cote d'Ivoire,2005.0,Wealth quartiles,Highest 25%,7260.0,1076.0,76.84
Cote d'Ivoire,2011.0,National,Total,51189.0,9921.0,44.72
Cote d'Ivoire,2011.0,Urb/rur,Rural,28296.0,5421.0,0.0
Cote d'Ivoire,2011.0,Urb/rur,Urban,22893.0,4500.0,100.0
Cote d'Ivoire,2011.0,Poverty,Nonpoor,20729.0,3621.0,80.75
Cote d'Ivoire,2011.0,Poverty,Poor,30385.0,6283.0,20.2
Cote d'Ivoire,2011.0,Subnat,Centre,3707.0,693.0,32.71
Cote d'Ivoire,2011.0,Subnat,Centre Est,1283.0,281.0,38.31
Cote d'Ivoire,2011.0,Subnat,Centre Nord,4112.0,749.0,52.35
Cote d'Ivoire,2011.0,Subnat,Centre Ouest,7643.0,1456.0,34.6
Cote d'Ivoire,2011.0,Subnat,Nord,2724.0,524.0,31.7
Cote d'Ivoire,2011.0,Subnat,Nord Est,2200.0,478.0,12.07
Cote d'Ivoire,2011.0,Subnat,Nord Ouest,2376.0,335.0,16.65
Cote d'Ivoire,2011.0,Subnat,Ouest,6015.0,1097.0,22.04
Cote d'Ivoire,2011.0,Subnat,"Sud, Abidjan",16934.0,3347.0,74.39
Cote d'Ivoire,2011.0,Subnat,Sud Ouest,4195.0,961.0,22.53
Cote d'Ivoire,2011.0,Wealth quartiles,Lowest 25%,12094.0,2481.0,0.0
Cote d'Ivoire,2011.0,Wealth quartiles,Second 25%,13244.0,2480.0,12.26
Cote d'Ivoire,2011.0,Wealth quartiles,Third 25%,11903.0,2480.0,72.41
Cote d'Ivoire,2011.0,Wealth quartiles,Highest 25%,13948.0,2481.0,90.7
Cote d'Ivoire,2016.0,National,Total,54352.0,11879.0,47.3
Cote d'Ivoire,2016.0,Urb/rur,Rural,28643.0,6105.0,0.0
Cote d'Ivoire,2016.0,Urb/rur,Urban,25709.0,5774.0,100.0
Cote d'Ivoire,2016.0,Poverty,Nonpoor,27119.0,5386.0,76.16
Cote d'Ivoire,2016.0,Poverty,Poor,27232.0,6493.0,18.56
Cote d'Ivoire,2016.0,Subnat,Centre,3071.0,667.0,31.27
Cote d'Ivoire,2016.0,Subnat,Centre Est,1188.0,301.0,33.93
Cote d'Ivoire,2016.0,Subnat,Centre Nord,3627.0,804.0,56.81
Cote d'Ivoire,2016.0,Subnat,Centre Ouest,7412.0,1625.0,32.48
Cote d'Ivoire,2016.0,Subnat,Nord,3297.0,684.0,34.69
Cote d'Ivoire,2016.0,Subnat,Nord Est,2456.0,529.0,18.31
Cote d'Ivoire,2016.0,Subnat,Nord Ouest,3097.0,547.0,16.24
Cote d'Ivoire,2016.0,Subnat,Ouest,5294.0,1086.0,24.55
Cote d'Ivoire,2016.0,Subnat,"Sud, Abidjan",20015.0,4414.0,77.05
Cote d'Ivoire,2016.0,Subnat,Sud Ouest,4893.0,1222.0,21.65
Cote d'Ivoire,2016.0,Wealth quartiles,Lowest 25%,13620.0,2970.0,2.04
Cote d'Ivoire,2016.0,Wealth quartiles,Second 25%,13480.0,2970.0,24.08
Cote d'Ivoire,2016.0,Wealth quartiles,Third 25%,12877.0,2971.0,68.78
Cote d'Ivoire,2016.0,Wealth quartiles,Highest 25%,14374.0,2969.0,92.72
Cameroon,1998.0,National,Total,26522.0,4676.0,32.11
Cameroon,1998.0,Urb/rur,Rural,18006.0,3146.0,0.0
Cameroon,1998.0,Urb/rur,Urban,8516.0,1530.0,100.0
Cameroon,1998.0,Poverty,Nonpoor,3814.0,579.0,82.96
Cameroon,1998.0,Poverty,Poor,22670.0,4094.0,23.57
Cameroon,1998.0,Subnat,Adamaoua,1231.0,199.0,41.33
Cameroon,1998.0,Subnat,Centre (incl Yaounde),4881.0,806.0,40.63
Cameroon,1998.0,Subnat,Est,2001.0,311.0,21.8
Cameroon,1998.0,Subnat,Extreme Nord,4450.0,808.0,18.36
Cameroon,1998.0,Subnat,Littoral (incl Douala),2823.0,559.0,75.22
Cameroon,1998.0,Subnat,Nord,2453.0,381.0,28.88
Cameroon,1998.0,Subnat,Nord Ouest,2933.0,467.0,18.08
Cameroon,1998.0,Subnat,Ouest,2688.0,525.0,33.69
Cameroon,1998.0,Subnat,Sud,1046.0,167.0,0.0
Cameroon,1998.0,Subnat,Sud Ouest,2016.0,452.0,24.97
Cameroon,1998.0,Wealth quartiles,Lowest 25%,5718.0,1085.0,4.59
Cameroon,1998.0,Wealth quartiles,Second 25%,7493.0,1275.0,9.86
Cameroon,1998.0,Wealth quartiles,Third 25%,6323.0,1141.0,36.17
Cameroon,1998.0,Wealth quartiles,Highest 25%,6980.0,1166.0,74.86
Cameroon,2004.0,National,Total,51976.0,10442.0,48.98
Cameroon,2004.0,Urb/rur,Rural,26516.0,5078.0,0.0
Cameroon,2004.0,Urb/rur,Urban,25460.0,5364.0,100.0
Cameroon,2004.0,Poverty,Nonpoor,8989.0,1478.0,92.89
Cameroon,2004.0,Poverty,Poor,42952.0,8956.0,39.82
Cameroon,2004.0,Subnat,Adamaoua,2121.0,456.0,42.57
Cameroon,2004.0,Subnat,Centre (incl Yaounde),8788.0,1766.0,66.33
Cameroon,2004.0,Subnat,Est,2652.0,512.0,43.65
Cameroon,2004.0,Subnat,Extreme Nord,9338.0,1760.0,24.75
Cameroon,2004.0,Subnat,Littoral (incl Douala),7054.0,1530.0,90.23
Cameroon,2004.0,Subnat,Nord,4929.0,931.0,29.41
Cameroon,2004.0,Subnat,Nord Ouest,5738.0,1190.0,40.87
Cameroon,2004.0,Subnat,Ouest,5624.0,1017.0,46.68
Cameroon,2004.0,Subnat,Sud,2223.0,470.0,39.53
Cameroon,2004.0,Subnat,Sud Ouest,3510.0,811.0,45.47
Cameroon,2004.0,Wealth quartiles,Lowest 25%,14145.0,2608.0,11.61
Cameroon,2004.0,Wealth quartiles,Second 25%,12812.0,2614.0,26.55
Cameroon,2004.0,Wealth quartiles,Third 25%,12719.0,2611.0,68.7
Cameroon,2004.0,Wealth quartiles,Highest 25%,12300.0,2609.0,94.94
Cameroon,2011.0,National,Total,72622.0,14163.0,47.53
Cameroon,2011.0,Urb/rur,Rural,38105.0,6945.0,0.0
Cameroon,2011.0,Urb/rur,Urban,34518.0,7218.0,100.0
Cameroon,2011.0,Poverty,Nonpoor,26611.0,4978.0,85.38
Cameroon,2011.0,Poverty,Poor,46011.0,9185.0,25.64
Cameroon,2011.0,Subnat,Adamaoua,3439.0,650.0,45.57
Cameroon,2011.0,Subnat,Centre (incl Yaounde),12146.0,2580.0,70.2
Cameroon,2011.0,Subnat,Est,3115.0,640.0,40.32
Cameroon,2011.0,Subnat,Extreme Nord,13891.0,2370.0,21.31
Cameroon,2011.0,Subnat,Littoral (incl Douala),9414.0,2117.0,88.66
Cameroon,2011.0,Subnat,Nord,8520.0,1363.0,34.01
Cameroon,2011.0,Subnat,Nord Ouest,6489.0,1254.0,38.22
Cameroon,2011.0,Subnat,Ouest,8409.0,1568.0,41.47
Cameroon,2011.0,Subnat,Sud,2060.0,429.0,34.92
Cameroon,2011.0,Subnat,Sud Ouest,5138.0,1192.0,44.3
Cameroon,2011.0,Wealth quartiles,Lowest 25%,19267.0,3541.0,0.15
Cameroon,2011.0,Wealth quartiles,Second 25%,18726.0,3540.0,26.94
Cameroon,2011.0,Wealth quartiles,Third 25%,18167.0,3541.0,77.28
Cameroon,2011.0,Wealth quartiles,Highest 25%,16463.0,3541.0,93.58
Cameroon,2018.0,National,Total,61374.0,11745.0,50.85
Cameroon,2018.0,Urb/rur,Rural,30166.0,5155.0,0.0
Cameroon,2018.0,Urb/rur,Urban,31207.0,6590.0,100.0
Cameroon,2018.0,Poverty,Nonpoor,26456.0,5160.0,85.91
Cameroon,2018.0,Poverty,Poor,34918.0,6585.0,24.28
Cameroon,2018.0,Subnat,Adamaoua,3016.0,595.0,41.72
Cameroon,2018.0,Subnat,Centre (incl Yaounde),12199.0,2322.0,64.59
Cameroon,2018.0,Subnat,Est,3868.0,685.0,43.72
Cameroon,2018.0,Subnat,Extreme Nord,10380.0,1891.0,28.76
Cameroon,2018.0,Subnat,Littoral (incl Douala),9113.0,2098.0,92.53
Cameroon,2018.0,Subnat,Nord,8363.0,1326.0,23.35
Cameroon,2018.0,Subnat,Nord Ouest,3774.0,846.0,39.01
Cameroon,2018.0,Subnat,Ouest,6782.0,1210.0,49.45
Cameroon,2018.0,Subnat,Sud,2791.0,462.0,39.22
Cameroon,2018.0,Subnat,Sud Ouest,1087.0,310.0,100.0
Cameroon,2018.0,Wealth quartiles,Lowest 25%,16887.0,2937.0,5.74
Cameroon,2018.0,Wealth quartiles,Second 25%,16588.0,2936.0,33.88
Cameroon,2018.0,Wealth quartiles,Third 25%,14293.0,2936.0,82.95
Cameroon,2018.0,Wealth quartiles,Highest 25%,13606.0,2936.0,93.8
Comoros,1996.0,National,Total,14297.0,2252.0,27.72
Comoros,1996.0,Urb/rur,Rural,10334.0,1605.0,0.0
Comoros,1996.0,Urb/rur,Urban,3963.0,647.0,100.0
Comoros,1996.0,Poverty,Nonpoor,1878.0,281.0,67.31
Comoros,1996.0,Poverty,Poor,12372.0,1964.0,21.56
Comoros,1996.0,Subnat,Grande Comore (Ngazidja),7807.0,1265.0,23.38
Comoros,1996.0,Subnat,Moheli,922.0,139.0,56.72
Comoros,1996.0,Subnat,Anjouan (Ndzouani),5568.0,848.0,29.01
Comoros,1996.0,Wealth quartiles,Lowest 25%,3591.0,564.0,13.73
Comoros,1996.0,Wealth quartiles,Second 25%,3358.0,561.0,20.01
Comoros,1996.0,Wealth quartiles,Third 25%,3692.0,566.0,22.02
Comoros,1996.0,Wealth quartiles,Highest 25%,3656.0,561.0,54.29
Comoros,2012.0,National,Total,24499.0,4509.0,31.35
Comoros,2012.0,Urb/rur,Rural,16817.0,3008.0,0.0
Comoros,2012.0,Urb/rur,Urban,7681.0,1501.0,100.0
Comoros,2012.0,Poverty,Nonpoor,11426.0,2012.0,44.45
Comoros,2012.0,Poverty,Poor,13058.0,2495.0,19.88
Comoros,2012.0,Subnat,Grande Comore (Ngazidja),11249.0,2050.0,26.94
Comoros,2012.0,Subnat,Moheli,1623.0,274.0,54.17
Comoros,2012.0,Subnat,Anjouan (Ndzouani),11626.0,2186.0,32.44
Comoros,2012.0,Wealth quartiles,Lowest 25%,6149.0,1126.0,14.92
Comoros,2012.0,Wealth quartiles,Second 25%,6090.0,1128.0,24.72
Comoros,2012.0,Wealth quartiles,Third 25%,6030.0,1128.0,35.18
Comoros,2012.0,Wealth quartiles,Highest 25%,6229.0,1127.0,50.37
Djibouti,2006.0,Urb/rur,Rural,1154.0,227.0,0.0
Djibouti,2006.0,National,Total,28781.0,4888.0,95.99
Djibouti,2006.0,Urb/rur,Urban,27628.0,4661.0,100.0
Djibouti,2006.0,Poverty,Nonpoor,17480.0,2831.0,99.9
Djibouti,2006.0,Poverty,Poor,11275.0,2051.0,90.02
Djibouti,2006.0,Subnat,Djibouti,24286.0,4070.0,100.0
Djibouti,2006.0,Subnat,Other Districts,4496.0,818.0,74.34
Djibouti,2006.0,Wealth quartiles,Lowest 25%,6885.0,1280.0,85.09
Djibouti,2006.0,Wealth quartiles,Second 25%,6683.0,1161.0,98.43
Djibouti,2006.0,Wealth quartiles,Third 25%,7527.0,1217.0,99.85
Djibouti,2006.0,Wealth quartiles,Highest 25%,7660.0,1224.0,100.0
Algeria,2002.0,National,Total,59845.0,9597.0,57.93
Algeria,2002.0,Urb/rur,Rural,25175.0,3838.0,0.0
Algeria,2002.0,Urb/rur,Urban,34670.0,5759.0,100.0
Algeria,2002.0,Poverty,Nonpoor,53441.0,8547.0,62.89
Algeria,2002.0,Poverty,Poor,6310.0,1037.0,16.2
Algeria,2002.0,Subnat,"Nord Centre (Alger, Blida, Boumerdes, Tipaza, Bouira, Medea, Tizi-Ouzou, Bejaia, Chlef, Ain Defla)",18896.0,3097.0,59.5
Algeria,2002.0,Subnat,"Nord Est (Annaba, Constantine, Skikda, Jijel, Mila, Souk Ahras, El Tarf, Guelma)",9123.0,1518.0,56.4
Algeria,2002.0,Subnat,"Nord Ouest (Oran, Tlemcen, Mostaganem, Ain Temouchent, Relizane, Sidi Bel Abbes, Mascara)",10693.0,1750.0,55.77
Algeria,2002.0,Subnat,"Hauts Plateaux Centre (Djelfa, Laghouat, MSila)",4689.0,695.0,57.39
Algeria,2002.0,Subnat,"Hauts Plateaux Est (Setif, Batna, Khenchela, Bordj Bou Arreridj, Oum El Bouaghi, Tebessa)",8419.0,1324.0,55.97
Algeria,2002.0,Subnat,"Hauts Plateaux Ouest (Tiaret, Saida, Tissemsilt, Naama, El Bayadh)",3294.0,511.0,58.69
Algeria,2002.0,Subnat,"Sud (Bechar, Tindouf, Adrar, Ghardaia, Biskra, El Oued, Ouargla, Tamanrasset,Illizi)",4731.0,702.0,63.04
Algeria,2002.0,Wealth quartiles,Lowest 25%,14933.0,2351.0,20.94
Algeria,2002.0,Wealth quartiles,Second 25%,14930.0,2377.0,46.27
Algeria,2002.0,Wealth quartiles,Third 25%,14939.0,2370.0,71.91
Algeria,2002.0,Wealth quartiles,Highest 25%,14928.0,2480.0,92.59
Algeria,2013.0,National,Total,147471.0,27198.0,63.54
Algeria,2013.0,Urb/rur,Rural,53775.0,9574.0,0.0
Algeria,2013.0,Urb/rur,Urban,93696.0,17624.0,100.0
Algeria,2013.0,Poverty,Nonpoor,146134.0,26919.0,63.94
Algeria,2013.0,Poverty,Poor,1290.0,267.0,17.59
Algeria,2013.0,Subnat,"Nord Centre (Alger, Blida, Boumerdes, Tipaza, Bouira, Medea, Tizi-Ouzou, Bejaia, Chlef, Ain Defla)",49858.0,9658.0,61.26
Algeria,2013.0,Subnat,"Nord Est (Annaba, Constantine, Skikda, Jijel, Mila, Souk Ahras, El Tarf, Guelma)",20925.0,4025.0,65.36
Algeria,2013.0,Subnat,"Nord Ouest (Oran, Tlemcen, Mostaganem, Ain Temouchent, Relizane, Sidi Bel Abbes, Mascara)",22530.0,4173.0,66.69
Algeria,2013.0,Subnat,"Hauts Plateaux Centre (Djelfa, Laghouat, MSila)",10227.0,1740.0,62.87
Algeria,2013.0,Subnat,"Hauts Plateaux Est (Setif, Batna, Khenchela, Bordj Bou Arreridj, Oum El Bouaghi, Tebessa)",20791.0,3795.0,59.31
Algeria,2013.0,Subnat,"Hauts Plateaux Ouest (Tiaret, Saida, Tissemsilt, Naama, El Bayadh)",8369.0,1397.0,64.06
Algeria,2013.0,Subnat,"Sud (Bechar, Tindouf, Adrar, Ghardaia, Biskra, El Oued, Ouargla, Tamanrasset,Illizi)",14772.0,2409.0,69.91
Algeria,2013.0,Wealth quartiles,Lowest 25%,37367.0,6799.0,29.19
Algeria,2013.0,Wealth quartiles,Second 25%,36465.0,6799.0,54.59
Algeria,2013.0,Wealth quartiles,Third 25%,37291.0,6799.0,78.23
Algeria,2013.0,Wealth quartiles,Highest 25%,36348.0,6800.0,92.74
Algeria,2019.0,National,Total,147838.0,29919.0,63.41
Algeria,2019.0,Urb/rur,Rural,54093.0,10641.0,0.0
Algeria,2019.0,Urb/rur,Urban,93745.0,19278.0,100.0
Algeria,2019.0,Poverty,Nonpoor,146909.0,29721.0,63.68
Algeria,2019.0,Poverty,Poor,869.0,188.0,16.19
Algeria,2019.0,Subnat,"Nord Centre (Alger, Blida, Boumerdes, Tipaza, Bouira, Medea, Tizi-Ouzou, Bejaia, Chlef, Ain Defla)",48388.0,9933.0,60.94
Algeria,2019.0,Subnat,"Nord Est (Annaba, Constantine, Skikda, Jijel, Mila, Souk Ahras, El Tarf, Guelma)",21132.0,4506.0,64.66
Algeria,2019.0,Subnat,"Nord Ouest (Oran, Tlemcen, Mostaganem, Ain Temouchent, Relizane, Sidi Bel Abbes, Mascara)",24442.0,5147.0,64.91
Algeria,2019.0,Subnat,"Hauts Plateaux Centre (Djelfa, Laghouat, MSila)",11060.0,1956.0,64.54
Algeria,2019.0,Subnat,"Hauts Plateaux Est (Setif, Batna, Khenchela, Bordj Bou Arreridj, Oum El Bouaghi, Tebessa)",20734.0,4217.0,59.98
Algeria,2019.0,Subnat,"Hauts Plateaux Ouest (Tiaret, Saida, Tissemsilt, Naama, El Bayadh)",7499.0,1457.0,65.01
Algeria,2019.0,Subnat,"Sud (Bechar, Tindouf, Adrar, Ghardaia, Biskra, El Oued, Ouargla, Tamanrasset,Illizi)",14581.0,2703.0,70.5
Algeria,2019.0,Wealth quartiles,Lowest 25%,36550.0,7479.0,28.66
Algeria,2019.0,Wealth quartiles,Second 25%,36938.0,7481.0,57.14
Algeria,2019.0,Wealth quartiles,Third 25%,36848.0,7480.0,76.67
Algeria,2019.0,Wealth quartiles,Highest 25%,37501.0,7479.0,90.43
Egypt,1995.0,National,Total,89016.0,16359.0,44.74
Egypt,1995.0,Urb/rur,Rural,49189.0,8032.0,0.0
Egypt,1995.0,Urb/rur,Urban,39827.0,8327.0,100.0
Egypt,1995.0,Poverty,Nonpoor,73111.0,13536.0,52.99
Egypt,1995.0,Poverty,Poor,15812.0,2802.0,6.58
Egypt,1995.0,Subnat,Cairo,11679.0,2524.0,100.0
Egypt,1995.0,Subnat,Alexandria,6190.0,1326.0,100.0
Egypt,1995.0,Subnat,Port Said,733.0,147.0,100.0
Egypt,1995.0,Subnat,Suez,583.0,112.0,100.0
Egypt,1995.0,Subnat,Damietta,1117.0,230.0,33.82
Egypt,1995.0,Subnat,Dakahlia,6655.0,1310.0,37.21
Egypt,1995.0,Subnat,Sharkia,6752.0,1201.0,15.25
Egypt,1995.0,Subnat,Kalyubia,5322.0,1079.0,51.09
Egypt,1995.0,Subnat,Kafr El-Sheikh,2973.0,501.0,18.22
Egypt,1995.0,Subnat,Gharbia,4406.0,879.0,33.52
Egypt,1995.0,Subnat,Menoufia,3732.0,640.0,12.11
Egypt,1995.0,Subnat,Behera,5634.0,903.0,18.57
Egypt,1995.0,Subnat,Ismailia,959.0,185.0,64.63
Egypt,1995.0,Subnat,Giza,7109.0,1306.0,62.78
Egypt,1995.0,Subnat,Beni Suef,2853.0,464.0,17.83
Egypt,1995.0,Subnat,Fayoum,2527.0,403.0,23.55
Egypt,1995.0,Subnat,Menya,5342.0,930.0,16.04
Egypt,1995.0,Subnat,Assuit,3786.0,567.0,17.54
Egypt,1995.0,Subnat,Souhag,4254.0,665.0,17.4
Egypt,1995.0,Subnat,Qena,4237.0,628.0,23.16
Egypt,1995.0,Subnat,Aswan,1382.0,232.0,43.93
Egypt,1995.0,Subnat,"Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)",790.0,127.0,61.45
Egypt,1995.0,Wealth quartiles,Lowest 25%,24518.0,4089.0,8.83
Egypt,1995.0,Wealth quartiles,Second 25%,24376.0,4091.0,30.06
Egypt,1995.0,Wealth quartiles,Third 25%,21787.0,4089.0,63.6
Egypt,1995.0,Wealth quartiles,Highest 25%,18335.0,4090.0,89.88
Egypt,2000.0,National,Total,91172.0,17101.0,43.15
Egypt,2000.0,Urb/rur,Rural,51833.0,8600.0,0.0
Egypt,2000.0,Urb/rur,Urban,39339.0,8501.0,100.0
Egypt,2000.0,Poverty,Nonpoor,79398.0,14993.0,48.4
Egypt,2000.0,Poverty,Poor,11773.0,2108.0,7.7
Egypt,2000.0,Subnat,Cairo,10044.0,2300.0,100.0
Egypt,2000.0,Subnat,Alexandria,5707.0,1258.0,100.0
Egypt,2000.0,Subnat,Port Said,774.0,173.0,100.0
Egypt,2000.0,Subnat,Suez,702.0,152.0,100.0
Egypt,2000.0,Subnat,Damietta,1251.0,257.0,29.24
Egypt,2000.0,Subnat,Dakahlia,6644.0,1327.0,29.1
Egypt,2000.0,Subnat,Sharkia,6334.0,1154.0,19.67
Egypt,2000.0,Subnat,Kalyubia,4578.0,858.0,43.94
Egypt,2000.0,Subnat,Kafr El-Sheikh,3370.0,582.0,24.51
Egypt,2000.0,Subnat,Gharbia,5651.0,1137.0,35.23
Egypt,2000.0,Subnat,Menoufia,4103.0,749.0,22.27
Egypt,2000.0,Subnat,Behera,6243.0,996.0,21.2
Egypt,2000.0,Subnat,Ismailia,758.0,155.0,46.44
Egypt,2000.0,Subnat,Giza,8030.0,1586.0,56.96
Egypt,2000.0,Subnat,Beni Suef,2516.0,414.0,16.94
Egypt,2000.0,Subnat,Fayoum,2956.0,462.0,22.54
Egypt,2000.0,Subnat,Menya,4704.0,845.0,20.8
Egypt,2000.0,Subnat,Assuit,5318.0,871.0,28.65
Egypt,2000.0,Subnat,Souhag,4688.0,723.0,17.03
Egypt,2000.0,Subnat,Qena,4152.0,672.0,20.61
Egypt,2000.0,Subnat,Aswan,1398.0,226.0,41.98
Egypt,2000.0,Subnat,"Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)",1251.0,202.0,59.07
Egypt,2000.0,Wealth quartiles,Lowest 25%,26569.0,4275.0,9.21
Egypt,2000.0,Wealth quartiles,Second 25%,25721.0,4275.0,24.46
Egypt,2000.0,Wealth quartiles,Third 25%,20811.0,4276.0,65.71
Egypt,2000.0,Wealth quartiles,Highest 25%,18071.0,4274.0,93.67
Egypt,2005.0,National,Total,112715.0,22542.0,41.73
Egypt,2005.0,Urb/rur,Rural,65680.0,11736.0,0.0
Egypt,2005.0,Urb/rur,Urban,47035.0,10806.0,100.0
Egypt,2005.0,Poverty,Nonpoor,108492.0,21674.0,43.07
Egypt,2005.0,Poverty,Poor,4217.0,866.0,7.34
Egypt,2005.0,Subnat,Cairo,12525.0,3055.0,100.0
Egypt,2005.0,Subnat,Alexandria,5915.0,1388.0,100.0
Egypt,2005.0,Subnat,Port Said,883.0,203.0,100.0
Egypt,2005.0,Subnat,Suez,786.0,180.0,100.0
Egypt,2005.0,Subnat,Damietta,1309.0,303.0,24.38
Egypt,2005.0,Subnat,Dakahlia,7381.0,1534.0,31.27
Egypt,2005.0,Subnat,Sharkia,7563.0,1495.0,21.66
Egypt,2005.0,Subnat,Kalyubia,6628.0,1450.0,39.43
Egypt,2005.0,Subnat,Kafr El-Sheikh,3885.0,689.0,10.67
Egypt,2005.0,Subnat,Gharbia,7112.0,1493.0,32.68
Egypt,2005.0,Subnat,Menoufia,4703.0,961.0,15.98
Egypt,2005.0,Subnat,Behera,5898.0,1059.0,15.74
Egypt,2005.0,Subnat,Ismailia,1376.0,280.0,55.08
Egypt,2005.0,Subnat,Giza,11116.0,2390.0,60.49
Egypt,2005.0,Subnat,Beni Suef,3559.0,612.0,22.3
Egypt,2005.0,Subnat,Fayoum,3832.0,620.0,13.49
Egypt,2005.0,Subnat,Menya,7129.0,1350.0,16.96
Egypt,2005.0,Subnat,Assuit,5098.0,833.0,23.33
Egypt,2005.0,Subnat,Souhag,7424.0,1113.0,18.69
Egypt,2005.0,Subnat,Qena,5670.0,1014.0,28.13
Egypt,2005.0,Subnat,Aswan,1642.0,304.0,41.34
Egypt,2005.0,Subnat,"Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)",1282.0,214.0,60.56
Egypt,2005.0,Wealth quartiles,Lowest 25%,32981.0,5635.0,10.82
Egypt,2005.0,Wealth quartiles,Second 25%,30580.0,5636.0,24.46
Egypt,2005.0,Wealth quartiles,Third 25%,25363.0,5604.0,60.81
Egypt,2005.0,Wealth quartiles,Highest 25%,23791.0,5666.0,86.42
Egypt,2008.0,National,Total,92117.0,19545.0,42.78
Egypt,2008.0,Urb/rur,Rural,52708.0,10107.0,0.0
Egypt,2008.0,Urb/rur,Urban,39409.0,9437.0,100.0
Egypt,2008.0,Poverty,Nonpoor,90293.0,19135.0,43.51
Egypt,2008.0,Poverty,Poor,1815.0,408.0,6.26
Egypt,2008.0,Subnat,Cairo,10416.0,2619.0,100.0
Egypt,2008.0,Subnat,Alexandria,5505.0,1355.0,100.0
Egypt,2008.0,Subnat,Port Said,752.0,174.0,100.0
Egypt,2008.0,Subnat,Suez,738.0,162.0,100.0
Egypt,2008.0,Subnat,Damietta,1210.0,299.0,36.19
Egypt,2008.0,Subnat,Dakahlia,5954.0,1371.0,27.87
Egypt,2008.0,Subnat,Sharkia,6452.0,1260.0,18.35
Egypt,2008.0,Subnat,Kalyubia,5289.0,1262.0,42.73
Egypt,2008.0,Subnat,Kafr El-Sheikh,3646.0,753.0,22.8
Egypt,2008.0,Subnat,Gharbia,5118.0,1194.0,27.56
Egypt,2008.0,Subnat,Menoufia,4605.0,999.0,19.59
Egypt,2008.0,Subnat,Behera,6022.0,1205.0,18.74
Egypt,2008.0,Subnat,Ismailia,1178.0,258.0,54.42
Egypt,2008.0,Subnat,Giza,7630.0,1682.0,60.26
Egypt,2008.0,Subnat,Beni Suef,2966.0,532.0,20.46
Egypt,2008.0,Subnat,Fayoum,2886.0,576.0,17.21
Egypt,2008.0,Subnat,Menya,5469.0,997.0,17.92
Egypt,2008.0,Subnat,Assuit,4881.0,811.0,30.83
Egypt,2008.0,Subnat,Souhag,4589.0,780.0,21.24
Egypt,2008.0,Subnat,Qena,4124.0,744.0,22.57
Egypt,2008.0,Subnat,Aswan,1419.0,269.0,42.23
Egypt,2008.0,Subnat,"Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)",1266.0,242.0,67.21
Egypt,2008.0,Wealth quartiles,Lowest 25%,27107.0,4886.0,11.12
Egypt,2008.0,Wealth quartiles,Second 25%,24454.0,4886.0,26.4
Egypt,2008.0,Wealth quartiles,Third 25%,20744.0,4886.0,61.82
Egypt,2008.0,Wealth quartiles,Highest 25%,19812.0,4886.0,86.39
Egypt,2014.0,National,Total,118364.0,28175.0,37.38
Egypt,2014.0,Urb/rur,Rural,74122.0,16661.0,0.0
Egypt,2014.0,Urb/rur,Urban,44242.0,11514.0,100.0
Egypt,2014.0,Poverty,Nonpoor,117963.0,28030.0,37.48
Egypt,2014.0,Poverty,Poor,397.0,145.0,7.26
Egypt,2014.0,Subnat,Cairo,10769.0,2979.0,100.0
Egypt,2014.0,Subnat,Alexandria,5264.0,1472.0,99.31
Egypt,2014.0,Subnat,Port Said,486.0,123.0,100.0
Egypt,2014.0,Subnat,Suez,103.0,25.0,100.0
Egypt,2014.0,Subnat,Damietta,2085.0,488.0,22.23
Egypt,2014.0,Subnat,Dakahlia,8626.0,2133.0,27.37
Egypt,2014.0,Subnat,Sharkia,10311.0,2414.0,23.72
Egypt,2014.0,Subnat,Kalyubia,5523.0,1408.0,27.06
Egypt,2014.0,Subnat,Kafr El-Sheikh,4663.0,1096.0,15.32
Egypt,2014.0,Subnat,Gharbia,7366.0,1889.0,28.75
Egypt,2014.0,Subnat,Menoufia,5556.0,1304.0,19.96
Egypt,2014.0,Subnat,Behera,10004.0,2299.0,16.9
Egypt,2014.0,Subnat,Ismailia,914.0,214.0,47.58
Egypt,2014.0,Subnat,Giza,11265.0,2748.0,55.48
Egypt,2014.0,Subnat,Beni Suef,4034.0,935.0,23.27
Egypt,2014.0,Subnat,Fayoum,3889.0,874.0,17.36
Egypt,2014.0,Subnat,Menya,6544.0,1469.0,16.91
Egypt,2014.0,Subnat,Assuit,6427.0,1332.0,29.43
Egypt,2014.0,Subnat,Souhag,5980.0,1185.0,24.02
Egypt,2014.0,Subnat,Qena,5400.0,1124.0,20.55
Egypt,2014.0,Subnat,Aswan,2115.0,434.0,37.97
Egypt,2014.0,Subnat,"Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)",1039.0,231.0,59.0
